n;Lista wiązana;Tablica dynamiczna
1723;841;1092
1724;862;1092
1725;852;1092
1726;851;1092
1727;861;1092
1728;852;1102
1729;852;1102
1730;841;1093
1731;851;1092
1732;852;1092
1733;842;1092
1734;852;1092
1735;851;1092
1736;862;1092
1737;852;1092
1738;852;1092
1739;852;1092
1740;851;1102
1741;861;1102
1742;861;1092
1743;872;1092
1744;862;1102
1745;862;1102
1746;872;1102
1747;3286;1102
1748;851;1102
1749;862;1102
1750;862;1102
1751;872;1102
1752;862;1102
1753;852;1102
1754;862;1102
1755;862;1102
1756;862;1112
1757;862;1102
1758;872;1112
1759;872;1112
1760;872;1112
1761;882;1112
1762;872;1112
1763;861;1102
1764;861;1112
1765;872;1112
1766;872;1122
1767;751;972
1768;751;962
1769;862;1112
1770;862;1112
1771;872;1122
1772;872;1112
1773;882;1112
1774;872;1122
1775;871;1112
1776;871;1112
1777;871;1113
1778;881;1122
1779;872;1112
1780;872;1122
1781;882;1122
1782;872;1122
1783;872;1122
1784;881;1132
1785;591;751
1786;591;751
1787;871;1122
1788;881;1122
1789;882;1122
1790;872;1132
1791;882;1132
1792;871;1132
1793;881;1132
1794;882;1132
1795;882;1132
1796;882;1132
1797;871;1132
1798;882;1132
1799;882;1142
1800;892;1142
1801;891;1133
1802;892;1132
1803;882;1132
1804;891;1133
1805;892;1142
1806;892;1142
1807;891;1133
1808;892;1142
1809;892;1142
1810;891;1143
1811;892;1132
1812;892;1142
1813;891;1143
1814;892;1142
1815;892;1142
1816;901;1152
1817;902;1142
1818;901;1143
1819;892;1142
1820;902;1152
1821;902;1142
1822;902;1152
1823;891;1153
1824;902;1152
1825;901;1153
1826;902;1152
1827;901;1152
1828;902;1152
1829;901;1163
1830;902;1152
1831;902;1152
1832;902;1152
1833;902;1162
1834;902;1162
1835;902;1152
1836;902;1162
1837;902;1152
1838;902;1162
1839;911;1163
1840;902;1162
1841;911;1163
1842;912;1162
1843;902;1162
1844;912;1162
1845;912;1172
1846;902;1152
1847;912;1172
1848;911;1163
1849;912;1172
1850;912;1162
1851;911;1163
1852;922;1172
1853;912;1172
1854;912;1163
1855;922;1172
1856;912;1172
1857;921;1173
1858;922;1172
1859;932;1172
1860;921;1183
1861;922;1172
1862;922;1182
1863;270;351
1864;270;351
1865;921;1173
1866;922;1182
1867;922;1172
1868;922;1182
1869;921;1173
1870;922;1182
1871;922;1182
1872;922;1182
1873;931;1183
1874;922;1172
1875;932;1182
1876;932;1182
1877;932;1182
1878;931;1183
1879;932;1173
1880;932;1182
1881;932;1182
1882;932;1182
1883;932;1182
1884;931;1182
1885;931;1183
1886;932;1182
1887;922;1182
1888;932;1192
1889;4068;1192
1890;932;1192
1891;932;1192
1892;922;1192
1893;921;1182
1894;931;1203
1895;931;1193
1896;931;1193
1897;931;1193
1898;931;1193
1899;932;1203
1900;932;1203
1901;932;1193
1902;932;1203
1903;932;1203
1904;932;1192
1905;942;1192
1906;932;1203
1907;932;1193
1908;942;1193
1909;932;1193
1910;932;1203
1911;942;1203
1912;942;1203
1913;942;1203
1914;941;1213
1915;941;1203
1916;931;1202
1917;942;1212
1918;942;1212
1919;942;1212
1920;942;1212
1921;942;1202
1922;942;1212
1923;942;1213
1924;951;1213
1925;952;1212
1926;952;1212
1927;952;1212
1928;942;1212
1929;952;1213
1930;961;1213
1931;952;1212
1932;952;1212
1933;952;1212
1934;952;1213
1935;961;1223
1936;952;1212
1937;952;1222
1938;952;1222
1939;942;1223
1940;962;1222
1941;952;1212
1942;942;1222
1943;952;1213
1944;962;1222
1945;952;1222
1946;952;1223
1947;951;1222
1948;962;1222
1949;952;1222
1950;951;1223
1951;962;1232
1952;952;1222
1953;951;1223
1954;962;1232
1955;952;1222
1956;961;1233
1957;962;1232
1958;972;1233
1959;962;1232
1960;972;1232
1961;972;1233
1962;962;1232
1963;962;1242
1964;972;1233
1965;962;1232
1966;962;1253
1967;962;1242
1968;962;1232
1969;962;1232
1970;962;1222
1971;972;1242
1972;1172;1323
1973;1102;1243
1974;1092;1243
1975;962;1252
1976;971;1233
1977;972;1242
1978;981;1233
1979;551;691
1980;551;701
1981;972;1243
1982;982;1252
1983;971;1243
1984;972;1252
1985;981;1253
1986;982;1242
1987;982;1252
1988;982;1263
1989;982;1252
1990;981;1253
1991;982;1252
1992;982;1252
1993;972;1243
1994;982;1252
1995;981;1252
1996;982;1263
1997;982;1252
1998;981;1253
1999;982;1262
2000;982;1252
2001;981;1263
2002;982;1273
2003;992;1262
2004;981;1262
2005;992;1273
2006;992;1262
2007;992;1262
2008;992;1263
2009;992;1273
2010;992;1272
2011;982;1262
2012;992;1263
2013;992;1263
2014;992;1262
2015;992;1272
2016;1193;1392
2017;1142;1273
2018;1032;1263
2019;992;1263
2020;1002;1272
2021;992;1272
2022;992;1282
2023;991;1262
2024;1002;1273
2025;992;1273
2026;992;1282
2027;1002;1272
2028;992;1272
2029;1002;1272
2030;1001;1282
2031;1002;1283
2032;1002;1273
2033;1002;1283
2034;1012;1283
2035;1002;1282
2036;1002;1282
2037;1002;1282
2038;1012;1282
2039;1012;1272
2040;1012;1282
2041;1002;1282
2042;1012;1282
2043;1012;1292
2044;1012;1292
2045;1012;1282
2046;1012;1292
2047;1012;1282
2048;1012;1292
2049;1232;1283
2050;1002;1283
2051;1233;1292
2052;1012;1292
